Course,Department Name,Title,Pre Req
AS.377.315,AS Center for Language Education,Third Year Russian,AS.377.216
AS.377.316,AS Center for Language Education,Third Year Russian II,AS.377.315
AS.377.395,AS Center for Language Education,Readings in Russian Studies,AS.377.316
AS.377.397,AS Center for Language Education,Readings in Russian Studies II,AS.377.315 OR AS.377.316 OR AS.377.395 or permission of instructor
AS.378.115,AS Center for Language Education,First Year Japanese,
AS.378.116,AS Center for Language Education,First Year Japanese II,Prereq: AS.378.115 or instructor permission
AS.378.215,AS Center for Language Education,Second Year Japanese,AS.378.116 or equivalent
AS.378.216,AS Center for Language Education,Second Year Japanese II,AS.378.215 or instructor permission
AS.378.315,AS Center for Language Education,Third Year Japanese,AS.378.215 AND AS.378.216 or instructor permission
AS.378.316,AS Center for Language Education,Third Year Japanese II,AS.378.315 or equivalent.
AS.378.396,AS Center for Language Education,Fundamentals of Japanese Grammar,AS.378.116
AS.378.415,AS Center for Language Education,Fourth Year Japanese,AS.378.316 or equivalent
AS.378.416,AS Center for Language Education,Fourth Year Japanese II,AS.378.415 or equivalent.
AS.378.493,AS Center for Language Education,Grammar and Readings in Japanese Studies,
AS.378.611,AS Center for Language Education,Readings in Japanese Studies,
AS.379.115,AS Center for Language Education,First Year Haitian-Creole,
AS.379.116,AS Center for Language Education,First Year Haitian Creole II,AS.379.115
AS.380.101,AS Center for Language Education,First Year Korean,
AS.380.102,AS Center for Language Education,First Year Korean II,AS.380.101 or instructor permission
AS.380.201,AS Center for Language Education,Second Year Korean,AS.380.102
AS.380.202,AS Center for Language Education,Second Year Korean II,AS.380.201 or equivalent
AS.380.301,AS Center for Language Education,Third Year Korean,AS.380.202 or equivalent
AS.380.302,AS Center for Language Education,Third Year Korean II,AS.380.301 or instructor permission
AS.380.401,AS Center for Language Education,Fourth Year Korean,AS.380.302 or instructor permission
AS.380.402,AS Center for Language Education,Fourth Year Korean II,AS.380.401 or equivalent
AS.381.101,AS Center for Language Education,First Year Hindi I,
AS.381.102,AS Center for Language Education,First Year Hindi II,AS.381.101 or instructor permission
AS.381.201,AS Center for Language Education,Second Year Hindi I,AS.381.102 or equivalent
AS.381.202,AS Center for Language Education,Second Year Hindi II,AS.381.201 or instructor permission
AS.381.301,AS Center for Language Education,Third Year Hindi I,AS.381.202
AS.030.101,AS Chemistry,Introductory Chemistry I,
AS.030.102,AS Chemistry,Introductory Chemistry II,AS.030.101
AS.030.103,AS Chemistry,Applied Chemical Equilibrium and Reactivity w/lab,
AS.030.104,AS Chemistry,Applications of Chemistry in Medicine,
AS.030.105,AS Chemistry,Introductory Chemistry Laboratory I,AS.030.101
AS.030.106,AS Chemistry,Introductory Chemistry Laboratory II,AS.030.105 AND AS.030.101
AS.030.111,AS Chemistry,Reading and Interpreting Scientific Studies,
AS.030.113,AS Chemistry,Chemistry with Problem Solving II,
AS.030.205,AS Chemistry,Introductory Organic Chemistry I,AS.030.102 OR AS.030.103
AS.030.206,AS Chemistry,Organic Chemistry II,AS.030.205
AS.030.212,AS Chemistry,Honors Organic Chemistry II,Must receive a B+ or better in the first semester (AS.030.205)
AS.030.225,AS Chemistry,Introductory Organic Chemistry Laboratory,AS.030.205 AND ((AS.030.102 AND AS.030.106) OR AS.030.103
AS.030.227,AS Chemistry,"Chemical Chirality:  An Introduction in Organic Chem. Lab, Techniques",AS.030.205
AS.030.228,AS Chemistry,Intermediate Organic Chemistry Laboratory,AS.030.205 AND (AS.030.225 OR AS.030.227);(AS.030.206 OR AS.030.212)
AS.030.245,AS Chemistry,Quantitative Analytical Laboratory,(AS.030.102 OR AS.030.103) AND AS.030.205
AS.030.301,AS Chemistry,Physical Chemistry I,
AS.030.302,AS Chemistry,Physical Chemistry II,
AS.030.305,AS Chemistry,Physical Chemistry Instrumentation Laboratory I,
AS.030.306,AS Chemistry,Physical Chemistry Instrumentation Laboratory II,AS.030.301 OR AS.030.302
AS.030.316,AS Chemistry,Biochemistry II,AS.030.315 OR AS.250.315 OR AS.020.305
AS.030.356,AS Chemistry,Advanced Inorganic Lab,AS.030.228
AS.030.371,AS Chemistry,Chemistry for Connoisseurs,AS.030.205 or equivalent
AS.030.403,AS Chemistry,"Optoelectronic Materials and Devices: Synthesis, Spectroscopy, and Applications",
AS.030.404,AS Chemistry,Electrochemical Systems for Energy Conversion and Storage,
AS.030.405,AS Chemistry,Introduction to Computational Chemistry,
AS.030.415,AS Chemistry,Bioinorganic and Organometallic Chemistry,AS.030.206
AS.030.417,AS Chemistry,Metallo(bio)chemistry of Molecular Oxygen,AS.030.449 or equivalent
AS.030.421,AS Chemistry,Data Science Tools for the Chemical and Materials Sciences,
AS.030.424,AS Chemistry,Molecular Synthetic Biology,AS.030.315 OR AS.020.305
AS.030.441,AS Chemistry,Spectroscopic Methods of Organic Structure Determination,
AS.030.442,AS Chemistry,Organometallic Chemistry,
AS.030.449,AS Chemistry,Chemistry of  Inorganic Compounds,
AS.030.452,AS Chemistry,Materials & Surface,
AS.030.453,AS Chemistry,Intermediate Quantum Chemistry,AS.030.302
AS.030.454,AS Chemistry,Electrochemistry for Energy Conversion and Storage,
AS.030.456,AS Chemistry,Chemical Applications of Group Theory,
AS.030.501,AS Chemistry,Independent Research in Physical Chemistry I,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
AS.030.502,AS Chemistry,Independent Research in Physical Chemistry,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
AS.030.503,AS Chemistry,Independent Research in Inorganic Chemistry I,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
AS.030.504,AS Chemistry,Independent Research in Inorganic Chemistry,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
AS.030.505,AS Chemistry,Independent Research in Organic Chemistry I,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
AS.030.506,AS Chemistry,Independent Research in Organic Chemistry I,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
AS.030.507,AS Chemistry,Independent Research in Biochemistry,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
AS.030.509,AS Chemistry,Independent Research in Biochemistry II,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
AS.030.510,AS Chemistry,Independent Research in Biochemistry II,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
AS.030.511,AS Chemistry,Independent Research in Materials Chemistry,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
AS.030.512,AS Chemistry,Independent Research in Materials Chemistry,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
AS.030.513,AS Chemistry,Independent Research in Medical Science,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
AS.030.514,AS Chemistry,Independent Research in Medical Science,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
AS.030.516,AS Chemistry,Independent Research in Chemical Biology II,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
AS.030.521,AS Chemistry,Independent Research in Inorganic Chemistry II,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
AS.030.522,AS Chemistry,Independent Research in Inorganic Chemistry II,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
AS.030.523,AS Chemistry,Independent Research in Physical Chemistry II,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
AS.030.525,AS Chemistry,Independent Research in Organic Chemistry II,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
AS.030.526,AS Chemistry,Independent Research in Organic Chemistry II,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
AS.030.527,AS Chemistry,Independent Study,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
AS.030.530,AS Chemistry,Independent Research in Inorganic and Materials Chemistry,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
AS.030.540,AS Chemistry,Independent Research in Solid State and Materials Chemistry,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
AS.030.593,AS Chemistry,Research-Organic Chemistry I,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
AS.030.597,AS Chemistry,Research - Summer,"You must request Independent Academic Work using the Independent Academic Work form found in Student Self-Service: Registration, Online Forms."
AS.030.601,AS Chemistry,Statistical Mechanics,
AS.030.610,AS Chemistry,Chemical Kinetics,
AS.030.613,AS Chemistry,Chemistry-Biology Interface Program Forum I,
AS.030.614,AS Chemistry,Chemical-Biology Program Interface Forum II,
AS.030.616,AS Chemistry,The Chemistry of Transition Metals in Biology,
AS.030.617,AS Chemistry,Metallo(bio)chemistry of Molecular Oxygen,
AS.030.619,AS Chemistry,Chemical Biology I,
AS.030.620,AS Chemistry,Chemical Biology II,
AS.030.621,AS Chemistry,Literature-Organic Chemistry,
AS.030.622,AS Chemistry,Seminar: Literature of Chemistry,
AS.030.623,AS Chemistry,Molecular Synthetic Biology,
AS.030.625,AS Chemistry,Advanced Mechanistic Organic Chemistry I,
AS.030.626,AS Chemistry,Advanced Mechanistic Organic Chemistry II,
AS.030.630,AS Chemistry,Molecular Photophysics and Photochemistry,
AS.030.633,AS Chemistry,Bioorganic and Natural Product Chemistry,
AS.030.636,AS Chemistry,Principles of Multidimensional NMR Spectroscopy,
AS.030.648,AS Chemistry,"Biocatalysis: Fundamentals, Recent Advances, and Industrial Applications",
AS.030.652,AS Chemistry,A Theoretical and Experimental Approach to X-ray Crystallography,
AS.030.676,AS Chemistry,Modern Synthetic Methods in Total Synthesis,
AS.030.677,AS Chemistry,Advanced Organic Synthesis I,
AS.030.678,AS Chemistry,Advanced Organic Synthesis II,
AS.030.681,AS Chemistry,Nucleic Acids: Fundamental Chemistry and Applications,
AS.030.691,AS Chemistry,"Hardware, Software and Materials Chemistry",
AS.030.800,AS Chemistry,Summer Independent Research,
AS.030.803,AS Chemistry,CBI Rotations,
AS.030.897,AS Chemistry,Dissertation Research,
AS.040.103,AS Classics,The Roman Empire,
AS.040.104,AS Classics,"The Roman Republic: History, Culture, and Afterlife",
AS.040.105,AS Classics,Elementary Ancient Greek,
AS.040.106,AS Classics,Elementary Ancient Greek,AS.040.105
AS.040.107,AS Classics,Elementary Latin,
AS.040.108,AS Classics,Elementary Latin,AS.040.107
AS.040.111,AS Classics,Ancient Greek Civilization,
AS.040.114,AS Classics,Science Fiction Before the Modern Era:  Exploring the Ancient Scientific,
AS.040.121,AS Classics,"Ancient Greek Mythology:  Art, Narratives, and Modern Mythmaking",
AS.040.126,AS Classics,"Religion, Music and Society in Ancient Greece",
AS.040.129,AS Classics,Reading Homer's Odyssey,
AS.040.137,AS Classics,Archaeology at the Crossroads: The Ancient Eastern Mediterranean through Objects in the JHU Archaeological Museum,
AS.040.152,AS Classics,Medical Terminology,
AS.040.204,AS Classics,Greek Myth and Anime: Cross-cultural Concepts of Man and Divinity,
AS.040.205,AS Classics,Intermediate Ancient Greek,AS.040.105 AND AS.040.106 or equivalent
AS.040.206,AS Classics,Intermediate Ancient Greek,AS.040.205
AS.040.207,AS Classics,Intermediate Latin,AS.040.107 AND AS.040.108 or equivalent
AS.040.208,AS Classics,Intermediate Latin,AS.040.207
AS.040.213,AS Classics,"The Painted Worlds of Early Greece:  Fantasy, Form and Action",
